動物的流水編號,動物的區域編號,動物所屬縣市代碼,動物所屬收容所代碼,動物的實際所在地,動物的類型,動物性別,動物體型,動物毛色,動物年紀,是否絕育,是否施打狂犬病疫苗,動物尋獲地,動物網頁標題,動物狀態,資料備註,其他說明,開放認養時間(起),開放認養時間(迄),動物資料異動時間,動物資料建立時間,動物所屬收容所名稱,圖片名稱(原始名稱),圖片名稱,圖片base64編碼,異動時間,cDate,地址,聯絡電話,
10605191005009,10605130012,10,91,中途動物醫院,狗,M,MEDIUM,黃色,CHILD,T,N,,,OPEN,我在 大里區中一寵物綜合醫院 開放認養 歡迎來電詢問04-24814507,,2017-05-19,2999-12-31,2017-05-24 21:45:47,2017-05-19 14:40:16,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/77bcb2f744450ab5dce800ef725f16f1.png,,,2017/5/25 上午 12:04:03,,,
10605191801011,10605191801011,18,77,屏東縣流浪動物收容所,狗,F,MEDIUM,黃色,ADULT,F,N,,,OPEN,,,2017-05-19,2999-12-31,2017-05-24 21:44:52,2017-05-19 15:52:12,屏東縣流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/77/730275d91739c1833cb4d5a3957fae57.png,,,2017/5/25 上午 12:04:04,屏東縣內埔鄉學府路1號(屏東科技大學內),08-7740588#6332；08-7701094,
10604181701001,0417B1-1,17,75,高雄市壽山站動物保護教育園區,狗,F,SMALL,黑,CHILD,F,N,小港區飛機路,,OPEN,,,2017-04-18,2999-12-31,2017-05-24 21:43:56,2017-04-18 10:20:08,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/c67c8643290789e1182740ef7345ee92.jpg,,,2017/5/25 上午 12:03:40,高雄市鼓山區萬壽路350號,07-5519059,
10604181701004,0415Q4-5,17,75,高雄市壽山站動物保護教育園區,狗,F,SMALL,黑,CHILD,F,N,仁武區仁林路,,OPEN,,,2017-04-18,2999-12-31,2017-05-24 21:43:48,2017-04-18 10:21:18,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/1dc089a82b0b1c169b816f1a240bef02.jpg,,,2017/5/25 上午 12:03:40,高雄市鼓山區萬壽路350號,07-5519059,
10605221901004,1060307,19,79,花蓮縣流浪犬中途之家,狗,M,MEDIUM,棕色,ADULT,N,T,光復鄉,,OPEN,進場日期106/5/22 晶片號碼990000000209969,,2017-05-22,2999-12-31,2017-05-24 21:43:41,2017-05-22 16:03:42,花蓮縣流浪犬中途之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/79/6583cde0fe94b350e606f7b0eda15888.JPG,,,2017/5/25 上午 12:04:05,花蓮縣吉安鄉南濱路1段599號,038-421452,
10604201701004,0418Q5-4,17,75,高雄市壽山站動物保護教育園區,狗,F,SMALL,黑,CHILD,F,N,鳥松區裕農巷,,OPEN,,,2017-04-20,2999-12-31,2017-05-24 21:43:32,2017-04-20 15:20:49,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/c07af1643c982b3066d450a02290f64a.jpg,,,2017/5/25 上午 12:03:42,高雄市鼓山區萬壽路350號,07-5519059,
10605051701014,0503Q10-1,17,75,高雄市壽山站動物保護教育園區,狗,F,SMALL,黑,CHILD,N,N,小港區中林路,,OPEN,,,2017-05-05,2999-12-31,2017-05-24 21:43:12,2017-05-05 08:57:12,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/6c178563fe05d0ab39d919039cf38dd6.jpg,,,2017/5/25 上午 12:03:52,高雄市鼓山區萬壽路350號,07-5519059,
10506172101003,105-6-16,21,83,澎湖縣流浪動物收容中心,狗,M,BIG,黑色,ADULT,F,F,馬公市,,OPEN,民棄養的狗 晶片985170001710204,,2016-06-17,2999-12-31,2017-05-24 21:43:11,2016-06-17 08:48:42,澎湖縣流浪動物收容中心,,http://animal-adoption.coa.gov.tw/uploads/animal_album/83/5d31b698a28f569485fc16d828c6df74.JPG,,,2017/5/25 上午 12:01:41,澎湖縣馬公市烏崁里260號,06-9213559,
10605051702003,050208,17,76,高雄市燕巢站動物保護教育園區,狗,F,SMALL,黑,CHILD,N,N,彌陀區文安里   5/4送壽山 欄位:領1-3,,OPEN,,,2017-05-05,2999-12-31,2017-05-24 21:42:53,2017-05-05 09:31:48,高雄市燕巢動物保護關愛園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/76/66f0bf24694e5d1a65fd8de7076fdf99.jpg,,,2017/5/25 上午 12:03:53,高雄市燕巢區師大路98號,07-6051002,
10605111701008,0509Q9-1,17,75,高雄市壽山站動物保護教育園區,狗,M,SMALL,黃,CHILD,F,N,大樹區興田路,,OPEN,,,2017-05-11,2999-12-31,2017-05-24 21:42:39,2017-05-11 10:23:26,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/dd1693b32b099efb7c89708dd325b490.jpg,,,2017/5/25 上午 12:03:56,高雄市鼓山區萬壽路350號,07-5519059,
10605151701001,0514Q11-2,17,75,高雄市壽山站動物保護教育園區,狗,F,SMALL,黃,CHILD,N,N,田寮區田埔路,,OPEN,,,2017-05-15,2999-12-31,2017-05-24 21:42:32,2017-05-15 16:13:45,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/e0c5842807188cd03995e632d854a988.jpg,,,2017/5/25 上午 12:03:59,高雄市鼓山區萬壽路350號,07-5519059,
10603031702006,030105,17,76,高雄市燕巢站動物保護教育園區,狗,F,SMALL,黑,CHILD,F,N,六龜區龍興國小,,OPEN,,,2017-03-03,2999-12-31,2017-05-24 21:41:47,2017-03-03 16:03:20,高雄市燕巢動物保護關愛園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/76/1729fea4a543b223a4facd6b677d3b76.jpg,,,2017/5/25 上午 12:03:18,高雄市燕巢區師大路98號,07-6051002,
10605161702005,051103,17,76,高雄市燕巢站動物保護教育園區,狗,M,SMALL,黃,CHILD,N,N,彌陀區舊港里 5/12送壽山 欄位:領1-3,,OPEN,,,2017-05-16,2999-12-31,2017-05-24 21:41:46,2017-05-16 08:27:03,高雄市燕巢動物保護關愛園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/76/caa3d3bda31162535ab8e5b09a0ee985.jpg,,,2017/5/25 上午 12:04:00,高雄市燕巢區師大路98號,07-6051002,
10603031702009,030208,17,76,高雄市燕巢站動物保護教育園區,狗,F,SMALL,黃,CHILD,F,N,湖內區黃昏市場,,OPEN,,,2017-03-03,2999-12-31,2017-05-24 21:41:32,2017-03-03 16:04:59,高雄市燕巢動物保護關愛園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/76/a83edd585271e24ba58e4c49990b112d.jpg,,,2017/5/25 上午 12:03:18,高雄市燕巢區師大路98號,07-6051002,
10605220601032,20170522011,6,61,,狗,F,SMALL,黑,CHILD,F,N,中壢區,,OPEN,,,2017-05-22,2999-12-31,2017-05-24 21:41:19,2017-05-22 16:30:20,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/db42cea4164d27a5b3b80d9a384c51cf.jpg,,,2017/5/25 上午 12:04:05,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10603201701013,0320H3-6,17,75,高雄市壽山站動物保護教育園區,狗,F,SMALL,黑,CHILD,F,N,大寮區前庄路,,OPEN,,,2017-03-20,2999-12-31,2017-05-24 21:41:13,2017-03-20 14:35:51,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/3a4fb66b0d8fc033c0700c878d44e81a.jpg,,,2017/5/25 上午 12:03:23,高雄市鼓山區萬壽路350號,07-5519059,
10602241005009,10601130022,10,91,中途動物醫院,狗,F,MEDIUM,黑色,CHILD,T,N,,,OPEN,我在南屯區 田心動物醫院開放認養 歡迎來電詢問04-24737161,,2017-02-24,2999-12-31,2017-05-24 21:41:01,2017-02-24 17:06:20,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/bc58a264c94b0f7a6f317d4f3b087dc7.png,,,2017/5/25 上午 12:03:16,,,
10603201701057,0213B1-3-1,17,75,高雄市壽山站動物保護教育園區,狗,M,SMALL,虎斑,CHILD,F,N,仁武區華東街,,OPEN,,,2017-03-20,2999-12-31,2017-05-24 21:40:53,2017-03-20 15:02:59,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/572c2ad98236b70ba33c4cdf951f0404.jpg,,,2017/5/25 上午 12:03:25,高雄市鼓山區萬壽路350號,07-5519059,
10603201702023,030807,17,76,高雄市燕巢站動物保護教育園區,狗,M,SMALL,黃,CHILD,N,N,湖內區中正路 3/14送動物櫥窗,,OPEN,,,2017-03-20,2999-12-31,2017-05-24 21:40:31,2017-03-20 15:27:31,高雄市燕巢動物保護關愛園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/76/25f4d361450b4510b92cad4fae78c925.jpg,,,2017/5/25 上午 12:03:25,高雄市燕巢區師大路98號,07-6051002,
10603030601004,20170303004,6,61,,狗,M,MINI,黑,CHILD,F,N,平鎮區,,OPEN,,,2017-03-03,2999-12-31,2017-05-24 21:40:06,2017-03-03 16:43:28,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/521572b7968c88a4b04b6b3ea61023d8.jpg,,,2017/5/25 上午 12:03:18,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10603201702025,030809,17,76,高雄市燕巢站動物保護教育園區,狗,M,SMALL,黑,CHILD,N,N,梓官區中崙,,OPEN,,,2017-03-20,2999-12-31,2017-05-24 21:39:56,2017-03-20 15:28:49,高雄市燕巢動物保護關愛園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/76/73c58710a4ce104a478d42314d089277.jpg,,,2017/5/25 上午 12:03:25,高雄市燕巢區師大路98號,07-6051002,
10603030601005,20170303005,6,61,,狗,M,MINI,黑,CHILD,F,N,平鎮區,,OPEN,,,2017-03-03,2999-12-31,2017-05-24 21:39:52,2017-03-03 16:43:28,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/bfba99354acc2492f4d97c122806aa08.jpg,,,2017/5/25 上午 12:03:18,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10603281701002,0327Q1-1,17,75,高雄市壽山站動物保護教育園區,狗,M,SMALL,黑,CHILD,F,N,林園區下厝路,,OPEN,,,2017-03-28,2999-12-31,2017-05-24 21:39:06,2017-03-28 10:00:04,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/55c98b1a0fa6532e506e36b3ac9fdfcf.jpg,,,2017/5/25 上午 12:03:28,高雄市鼓山區萬壽路350號,07-5519059,
10604181701002,0415Q4-3,17,75,高雄市壽山站動物保護教育園區,狗,F,SMALL,黑,CHILD,F,N,仁武區仁林路,,OPEN,,,2017-04-18,2999-12-31,2017-05-24 21:38:30,2017-04-18 10:20:57,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/5548db4740affbab96f709a76eb255c2.jpg,,,2017/5/25 上午 12:03:40,高雄市鼓山區萬壽路350號,07-5519059,
10604181701003,0415Q4-4,17,75,高雄市壽山站動物保護教育園區,狗,F,SMALL,黑,CHILD,F,N,仁武區仁林路,,OPEN,,,2017-04-18,2999-12-31,2017-05-24 21:38:23,2017-04-18 10:21:06,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/7a1c60950fb92381c08a7a3908489b42.jpg,,,2017/5/25 上午 12:03:40,高雄市鼓山區萬壽路350號,07-5519059,
10604181701006,0415Q4-2,17,75,高雄市壽山站動物保護教育園區,狗,F,SMALL,黑,CHILD,F,N,仁武區仁林路,,OPEN,,,2017-04-18,2999-12-31,2017-05-24 21:38:18,2017-04-18 10:21:43,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/d644f4a909d7683c2b59b3c9f98e992f.jpg,,,2017/5/25 上午 12:03:41,高雄市鼓山區萬壽路350號,07-5519059,
10601260601016,20170126016,6,61,,狗,M,BIG,灰,ADULT,F,N,楊梅區,,OPEN,,,2017-01-26,2999-12-31,2017-05-24 21:38:03,2017-01-26 16:48:34,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/f6effdd1e51bfc2a6072c277f9223de9.jpg,,,2017/5/25 上午 12:03:04,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10605051701006,0503A15-1,17,75,高雄市壽山站動物保護教育園區,狗,F,BIG,黃,ADULT,N,N,前鎮區衙愛街,,OPEN,,,2017-05-05,2999-12-31,2017-05-24 21:37:05,2017-05-05 08:49:34,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/0ca16c667ccfc2b8d54e5848d8dfbcdc.jpg,,,2017/5/25 上午 12:03:52,高雄市鼓山區萬壽路350號,07-5519059,
10603201701024,0317Q4-3,17,75,高雄市壽山站動物保護教育園區,狗,M,SMALL,黑,CHILD,F,N,小港區嘉興街,,OPEN,,,2017-03-20,2999-12-31,2017-05-24 21:36:17,2017-03-20 14:43:05,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/bcb477cc6ffa9c70a6776524721d2918.jpg,,,2017/5/25 上午 12:03:24,高雄市鼓山區萬壽路350號,07-5519059,
10601121101011,B5-1060112002,11,69,彰化縣流浪狗中途之家,狗,F,MEDIUM,黑棕,ADULT,T,T,芬園鄉,,OPEN,106年1月12日進入收容所，捕捉或拾獲地點：芬園鄉同安村中山路，即日起開放領養,,2017-01-12,2999-12-31,2017-05-24 21:35:12,2017-01-12 14:13:13,彰化縣流浪狗中途之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/69/1484201476_69_42a66fb618e0055cfadb0783bee80816.JPG,,,2017/5/25 上午 12:03:00,彰化縣員林鎮大峰里阿寶坑426號  請於彰化縣芬園鄉大彰路一段875巷進入,04-8590638,
10605161702004,051204,17,76,高雄市燕巢站動物保護教育園區,狗,F,BIG,虎斑,ADULT,N,N,岡山區介壽西路,,OPEN,,,2017-05-16,2999-12-31,2017-05-24 21:35:09,2017-05-16 08:24:59,高雄市燕巢動物保護關愛園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/76/7bf0ede7c421a8e5a3cc132756bf68ae.jpg,,,2017/5/25 上午 12:04:00,高雄市燕巢區師大路98號,07-6051002,
10502190201002,105021902,2,49,臺北市,狗,M,MEDIUM,黃,ADULT,F,N,新光路,,OPEN,我是小菲 大垂耳跟抬頭紋是我的招牌 看起來挺可愛討喜的吧 雖然我有些年紀 但我的活力都還是很不錯唷 我的個性也非常親人 待在動物之家不知不覺已經一年了 你們可以來看看我給我個機會嗎？,19393,2016-02-20,2999-12-31,2017-05-24 21:35:01,2016-02-19 15:19:57,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/3a4abbfb6c40335645d8fd5da2975e41.jpg,,,2017/5/25 上午 12:01:10,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10601170201003,106011704,2,49,臺北市,狗,M,MEDIUM,黃,ADULT,F,N,知行路293巷,,OPEN,血痢,22810,2017-04-02,2999-12-31,2017-05-24 21:33:56,2017-01-17 14:45:00,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/a7ee97206db63078588842509ec4ace1.jpg,,,2017/5/25 上午 12:03:30,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10605181701009,0517A24-2,17,75,高雄市壽山站動物保護教育園區,狗,M,SMALL,黃,CHILD,N,N,左營區海富路,,OPEN,,,2017-05-18,2999-12-31,2017-05-24 21:33:54,2017-05-18 08:12:10,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/cede2da1ae01969014bef37b3f52f5a6.jpg,,,2017/5/25 上午 12:04:01,高雄市鼓山區萬壽路350號,07-5519059,
10502220201011,105022107,2,49,臺北市,狗,M,MEDIUM,黃,ADULT,F,N,萬華國中,,OPEN,我是大俠 在動物之家已超過半年的時間 現在的我還是很緊迫 雖然在眾多親人的狗狗中我顯得不太出色 但我仍希望有屬於自己的家 能否給我一個機會 讓我成為充滿勇氣自信的大俠呢？,19413,2016-12-21,2999-12-31,2017-05-24 21:33:48,2016-02-22 11:44:58,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/ef7a8471fd713b1107967d4d68523eca.jpg,,,2017/5/25 上午 12:02:50,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10312161002011,10312080018,10,67,南屯園區,貓,F,MEDIUM,其他黃棕,ADULT,T,N,,,OPEN,園區開放後，若超過2人以上具認養意願，則需於10:15分於園區內進行抽籤程序決定認養人,,2014-12-16,2999-12-31,2017-05-24 21:33:37,2014-12-16 17:14:44,臺中市動物之家南屯園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/67/03cdf330f4fa9e317aad611e5bb37cc1.png,,,2017/5/25 上午 12:00:13,臺中市南屯區中台路601號,04-23850976,
10311211002006,10308260005,10,67,南屯園區,貓,F,SMALL,黑色,ADULT,T,N,,,OPEN,,,2014-11-21,2999-12-31,2017-05-24 21:33:24,2014-11-21 16:10:04,臺中市動物之家南屯園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/67/fded12872488cd60c4514a3180cf5e9e.png,,,2017/5/25 上午 12:00:10,臺中市南屯區中台路601號,04-23850976,
10602070201002,106020705,2,49,臺北市,狗,M,MEDIUM,三花,ADULT,F,N,康樂街238巷,,OPEN,後肢無力,22987,2017-02-08,2999-12-31,2017-05-24 21:33:17,2017-02-07 14:25:06,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/d20b22b24ea43feb442a8e9eb5ccd5cb.jpg,,,2017/5/25 上午 12:03:07,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10302241005119,10301096008,10,91,中途動物醫院,貓,M,SMALL,黑色,ADULT,T,N,,,OPEN,我在豐原區"福懋動物醫院"等待主人的愛心認養喔!!聯絡電話:04-25220909(呼吸道感染需持續治療),,2014-03-03,2999-12-31,2017-05-24 21:32:52,2014-02-24 10:41:41,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/3d064ecf39c082137d0f8859f8250f81.png,,,2017/5/24 下午 11:59:22,,,
10603060201004,106030503,2,49,臺北市,狗,F,MEDIUM,黃,ADULT,F,N,行善路417巷,,OPEN,,23211,2017-04-04,2999-12-31,2017-05-24 21:32:33,2017-03-06 11:10:02,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/c96672875d6ced8d65d5965aedaaa47b.jpg,,,2017/5/25 上午 12:03:30,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10501131002002,10412290010,10,67,南屯園區,狗,F,MEDIUM,棕色,CHILD,T,N,,,OPEN,,,2016-01-13,2999-12-31,2017-05-24 21:32:16,2016-01-13 12:40:30,臺中市動物之家南屯園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/67/9847433a75c08e660460697eba6f8860.png,,,2017/5/25 上午 12:01:03,臺中市南屯區中台路601號,04-23850976,
10604141901003,1060244,19,79,花蓮縣流浪犬中途之家,狗,M,MEDIUM,黑色,ADULT,T,T,秀林鄉,,OPEN,進場日期：106/04/14 注射：八合一 晶片：985121004597298 行政程序進行中，暫不開放認養 右耳外傷，右後肢不良於行,106/05/03絕育,2017-04-14,2999-12-31,2017-05-24 21:31:58,2017-04-14 11:18:58,花蓮縣流浪犬中途之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/79/f0fdd6b88670590cdc02a02cbcfcfd0a.JPG,,,2017/5/25 上午 12:03:39,花蓮縣吉安鄉南濱路1段599號,038-421452,
10604170201002,106041503,2,49,臺北市,狗,F,MEDIUM,黃,ADULT,F,N,成功路1段,,OPEN,大家好~ 我叫Candies， 我對你們其實很有興趣， 會主動靠近聞聞， 穩重的我不會那麼跳躍， 採慢慢接近方式認識你， 如果熟識一下我也不排斥輕摸， 還帶著一點稚氣臉龐的我， 一點都感覺不出來年紀唷， 我正在等待著您的來訪，看看我吧^0^,23599,2017-05-09,2999-12-31,2017-05-24 21:31:54,2017-04-17 15:00:01,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/13df2969d883b749a750cd67413b215d.jpg,,,2017/5/25 上午 12:03:54,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10307241002002,10307170005,10,67,南屯園區,貓,M,SMALL,其他棕白,ADULT,T,N,,,OPEN,肥胖、曾有腎衰竭病史,,2014-07-24,2999-12-31,2017-05-24 21:31:44,2014-07-24 18:09:29,臺中市動物之家南屯園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/67/53c9278ddbdd9cfc077f05c5cbea29e4.png,,,2017/5/24 下午 11:59:55,臺中市南屯區中台路601號,04-23850976,
10308051002002,10305090014,10,67,南屯園區,貓,F,SMALL,米色,CHILD,T,N,,,OPEN,野貓馴化中，目前可摸但不能抱，緊張時仍會用力咬，被抓住時偶爾會咬,,2014-08-05,2999-12-31,2017-05-24 21:31:31,2014-08-05 18:08:35,臺中市動物之家南屯園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/67/8b51167828aaf24012197d5c9cb30a9b.png,,,2017/5/24 下午 11:59:55,臺中市南屯區中台路601號,04-23850976,
10308271005004,10308156010,10,91,中途動物醫院,貓,M,SMALL,米色,ADULT,T,N,,,OPEN,南屯區信揚動物醫院開放認養~Tel:04-24722543~,,2014-08-27,2999-12-31,2017-05-24 21:31:18,2014-08-27 10:49:43,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/ae0bdac5bb5317892719c3f36471d747.png,,,2017/5/24 下午 11:59:57,,,
10604210601006,20170421006,6,61,,狗,F,SMALL,黃,ADULT,N,N,平鎮區,,OPEN,,,2017-04-21,2999-12-31,2017-05-24 21:31:04,2017-04-21 15:58:52,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/30f9fabf684aa0551ca4540e00d6761d.jpg,,,2017/5/25 上午 12:03:42,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10604211005001,10604110023,10,91,中途動物醫院,狗,F,MEDIUM,黑色,CHILD,T,N,,,OPEN,我在南區 長和動物醫院開放認養 歡迎來電詢問04-22219626,,2017-04-21,2999-12-31,2017-05-24 21:31:01,2017-04-21 10:25:23,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/387fa6ba40861abc8df67484151ac5b5.png,,,2017/5/25 上午 12:03:42,,,
10605100201005,106051006,2,49,臺北市,狗,F,MEDIUM,黑,ADULT,F,N,木柵派出所,,OPEN,右眼萎縮發炎 ----------------- 哈囉我叫小白 別看我是黑狗就覺得我兇兇的 我其實很友善呢 而且我懂得坐下的指令 更會坐歐兜麥喔 認養我回家 我就可以陪著你們到處趴趴走了 還不快來看看我呀！,23867,2017-05-14,2999-12-31,2017-05-24 21:30:54,2017-05-10 14:14:23,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/acc3986ee8ef188f5a4a943e084014b0.jpg,,,2017/5/25 上午 12:03:59,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10604210601005,20170421005,6,61,,狗,M,MINI,黑,CHILD,N,N,大溪區,,OPEN,,,2017-04-21,2999-12-31,2017-05-24 21:30:43,2017-04-21 15:58:52,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/0ff496befda12f41e343ccd3df763aa4.jpg,,,2017/5/25 上午 12:03:42,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10604210601008,20170421008,6,61,,狗,M,MINI,黑,CHILD,F,N,大溪區,,OPEN,,,2017-04-21,2999-12-31,2017-05-24 21:30:24,2017-04-21 15:58:52,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/d916c02689b1f65ec223d5d216aa84fa.jpg,,,2017/5/25 上午 12:03:42,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10605151701012,0512C4-5,17,75,高雄市壽山站動物保護教育園區,貓,F,SMALL,虎斑,CHILD,F,N,鼓山區平和里,,OPEN,,,2017-05-15,2999-12-31,2017-05-24 21:29:27,2017-05-15 16:29:46,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/ac67d7223102d7cda2c1c84caf4f3713.jpg,,,2017/5/25 上午 12:04:00,高雄市鼓山區萬壽路350號,07-5519059,
10502220201016,105022203,2,49,臺北市,狗,F,MEDIUM,黑,ADULT,F,N,建國高架,,OPEN,皮膚病 ----------- 哈囉大家好 我是Rose 別看我外表好像兇兇的 其實我是個親人的大女孩 而且我會認人哦 還會對熟悉的人撒嬌呢 在動物之家已經一年多的時間了 請你們也給我個機會 讓我好好表現給你們看吧！,19418,2017-04-26,2999-12-31,2017-05-24 21:29:07,2016-02-22 15:29:58,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/eb41a97f4f8c6eab771c06c5679983e5.jpg,,,2017/5/25 上午 12:03:44,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10605091901001,10605091901001,19,79,花蓮縣流浪犬中途之家,貓,N,MINI,花色,CHILD,N,F,,,OPEN,進場日期：105/05/09 106/04/18所內生產 尚未離乳暫不開放認養,,2017-05-09,2999-12-31,2017-05-24 21:28:08,2017-05-09 09:58:38,花蓮縣流浪犬中途之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/79/a7fc49215a8c3a8df7725a63ab45c179.JPG,,,2017/5/25 上午 12:03:54,花蓮縣吉安鄉南濱路1段599號,038-421452,
10603241301005,106-E022D,13,89,斗南代養場,狗,F,BIG,黑色,ADULT,N,N,虎尾鎮農博公園,,OPEN,,,2017-05-01,2999-12-31,2017-05-24 21:27:58,2017-03-24 14:59:39,雲林縣流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/89/1490347283_89_05895f51842f46462b8047ad2f3ea302.JPG,,,2017/5/25 上午 12:03:48,雲林縣斗六市雲林路二段517號,公告動物均安置於代收容動物醫院，請洽該動物醫院或代養場洽詢辦,
10604071701008,0406C4-3,17,75,高雄市壽山站動物保護教育園區,貓,F,SMALL,黑,CHILD,F,N,大寮區動物醫院回場 ※救援地點:翁園路,,OPEN,,,2017-04-07,2999-12-31,2017-05-24 21:27:19,2017-04-07 08:47:14,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/ea38477983a2a9f5804f20943375f0e7.jpg,,,2017/5/25 上午 12:03:34,高雄市鼓山區萬壽路350號,07-5519059,
10605231002009,10605020004,10,67,南屯園區,狗,M,MEDIUM,黑白,CHILD,T,N,,,OPEN,,,2017-05-23,2999-12-31,2017-05-24 21:26:12,2017-05-23 09:02:45,臺中市動物之家南屯園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/67/e84b4542c58423e34c0c89530ccf3142.png,,,2017/5/25 上午 12:04:06,臺中市南屯區中台路601號,04-23850976,
10605112101011,106-4-11-6,21,83,澎湖縣流浪動物收容中心,狗,F,SMALL,黑色,CHILD,F,N,白沙鄉,,OPEN,,,2017-05-11,2999-12-31,2017-05-24 21:24:25,2017-05-11 11:20:36,澎湖縣流浪動物收容中心,,http://animal-adoption.coa.gov.tw/uploads/animal_album/83/f2c4816c32c28444c2a97fbaf8327902.jpg,,,2017/5/25 上午 12:03:57,澎湖縣馬公市烏崁里260號,06-9213559,
